date,data
2006/04/05,"[0.0933523922764228, 0.260177, 0.333559, 0, 0, 0.514757, 0, 0, 0, 0, 0, 0, 0, 0, 0.821607, 0, 0, 0.964762, 0, 0, 1.153912, 1.273689, 3.503065, 0, 0, 0, 0, 0, 0, 0, 1.576525, 1.225646, 1.499291, 1.637501, 1.056611, 1.122678, 0.0, 23.0]"
2006/04/06,"[0.0933523922764228, 0.436513, 0.561988, 0, 0, 0.804114, 0, 0, 0, 0, 0, 0, 0, 0, 1.096855, 0, 0, 1.227275, 0, 0, 1.362877, 1.447527, 3.83398, 0, 0, 0, 0, 0, 0, 0, 1.144724, 0.781244, 1.003922, 1.210076, 0.640426, 1.122678, 0.0, 1.0]"
2006/04/07,"[0.0933523922764228, 0.294033, 0.37577, 0, 0, 0.563598, 0, 0, 0, 0, 0, 0, 0, 0, 0.876919, 0, 0, 1.032231, 0, 0, 1.222157, 1.340688, 2.901785, 0, 0, 0, 0, 0, 0, 0, 1.493837, 1.196138, 1.435695, 1.537723, 1.016062, 1.122678, 0.0, 5.0]"
2006/04/08,"[0.0933523922764228, 0.310442, 0.382608, 0, 0, 0.55353, 0, 0, 0, 0, 0, 0, 0, 0, 0.830296, 0, 0, 0.95394, 0, 0, 1.126892, 1.229552, 3.556034, 0, 0, 0, 0, 0, 0, 0, 1.362064, 1.11375, 1.306297, 1.411718, 0.996726, 1.122678, 0.0, 4.0]"
2006/04/09,"[0.0933523922764228, 0.216699, 0.276345, 0, 0, 0.401287, 0, 0, 0, 0, 0, 0, 0, 0, 0.596475, 0, 0, 0.667301, 0, 0, 0.796379, 0.858928, 4.009505, 0, 0, 0, 0, 0, 0, 0, 1.31455, 1.045989, 1.220959, 1.395787, 0.98549, 1.122678, 0.0, 1.0]"
2006/04/11,"[0.0933523922764228, 0.147635, 0.179637, 0, 0, 0.264646, 0, 0, 0, 0, 0, 0, 0, 0, 0.425674, 0, 0, 0.502641, 0, 0, 0.611028, 0.681614, 3.852641, 0, 0, 0, 0, 0, 0, 0, 1.522286, 1.404295, 1.518554, 1.559513, 1.332457, 1.122678, 0.0, 55.0]"
2006/04/18,"[0.0933523922764228, 0.603992, 0.757284, 0, 0, 1.160155, 0, 0, 0, 0, 0, 0, 0, 0, 1.730726, 0, 0, 1.918275, 0, 0, 2.285779, 2.407392, 4.472751, 0, 0, 0, 0, 0, 0, 0, 1.313857, 1.007482, 1.212008, 1.406871, 0.892517, 1.122678, 0.0, 2.0]"
2006/04/19,"[0.0933523922764228, 0.166991, 0.208313, 0, 0, 0.308009, 0, 0, 0, 0, 0, 0, 0, 0, 0.481576, 0, 0, 0.564161, 0, 0, 0.667639, 0.727723, 3.678589, 0, 0, 0, 0, 0, 0, 0, 1.477367, 1.179456, 1.439345, 1.520396, 1.024633, 1.122678, 0.0, 20.0]"
2006/04/21,"[0.0933523922764228, 0.661641, 0.818826, 0, 0, 1.150344, 0, 0, 0, 0, 0, 0, 0, 0, 0.48459976230809976, 0, 0, 0.554318369612069, 0, 0, 0.6333750661686236, 0.6794867085620182, 3.447653410432038, 0, 0, 0, 0, 0, 0, 0, 1.335428, 1.1362007126925127, 1.3013590253833969, 1.335428, 1.026563747863247, 1.122678, 0.0, 3.0]"
2006/04/22,"[0.0933523922764228, 0.248964, 0.301732, 0, 0, 0.421676, 0, 0, 0, 0, 0, 0, 0, 0, 0.612884, 0, 0, 0.687408, 0, 0, 0.788016, 0.832159, 4.075494, 0, 0, 0, 0, 0, 0, 0, 1.245898, 1.007488, 1.201138, 1.289923, 0.913863, 1.122678, 0.0, 20.0]"
2006/04/23,"[0.0933523922764228, 0.470616, 0.592182, 0, 0, 0.837442, 0, 0, 0, 0, 0, 0, 0, 0, 1.160093, 0, 0, 1.291197, 0, 0, 1.425657, 1.493252, 4.363094, 0, 0, 0, 0, 0, 0, 0, 1.157201, 0.745157, 1.038545, 1.225552, 0.569381, 1.122678, 0.0, 2.0]"
2006/05/01,"[0.0933523922764228, 0.08888, 0.103403, 0, 0, 0.14465, 0, 0, 0, 0, 0, 0, 0, 0, 0.229189, 0, 0, 0.263651, 0, 0, 0.331967, 0.371914, 4.499089, 0, 0, 0, 0, 0, 0, 0, 1.415166, 1.338084, 1.446718, 1.455207, 1.329287, 1.122678, 0.0, 10.0]"
2006/12/11,"[0.0933523922764228, 0.079961, 0.104869, 0, 0, 0.164104, 0, 0, 0, 0, 0, 0, 0, 0, 0.27094, 0, 0, 0.322883, 0, 0, 0.393727, 0.462828, 2.580755, 0, 0, 0, 0, 0, 0, 0, 1.670992, 1.349639, 1.61254, 1.726378, 1.276434, 1.122678, 0.0, 3.0]"
2006/12/12,"[0.0933523922764228, 0.064814, 0.082071, 0, 0, 0.122858, 0, 0, 0, 0, 0, 0, 0, 0, 0.194313, 0, 0, 0.230286, 0, 0, 0.289504, 0.327249, 3.236744, 0, 0, 0, 0, 0, 0, 0, 1.531821, 1.447413, 1.495178, 1.569153, 1.374287, 1.122678, 0.0, 6.0]"
2006/12/17,"[0.0933523922764228, 0.241128, 0.267413, 0, 0, 0.322731, 0, 0, 0, 0, 0, 0, 0, 0, 0.418475, 0, 0, 0.47604, 0, 0, 0.537328, 0.587261, 0.963343, 0, 0, 0, 0, 0, 0, 0, 0.838024, 0.905802, 0.903507, 0.80059, 0.814782, 1.122678, 0.0, 9.0]"
2006/12/23,"[0.0933523922764228, 0.144307, 0.171146, 0, 0, 0.230332, 0, 0, 0, 0, 0, 0, 0, 0, 0.332073, 0, 0, 0.38777, 0, 0, 0.454059, 0.450955, 1.511003, 0, 0, 0, 0, 0, 0, 0, 1.209072, 1.137776, 1.230469, 1.204555, 1.020976, 1.122678, 0.0, 7.0]"
2006/12/24,"[0.0933523922764228, 0.097425, 0.11569, 0, 0, 0.159538, 0, 0, 0, 0, 0, 0, 0, 0, 0.236383, 0, 0, 0.27755, 0, 0, 0.331239, 0.36876, 2.023087, 0, 0, 0, 0, 0, 0, 0, 1.295984, 1.222375, 1.308101, 1.301128, 1.108028, 1.122678, 0.0, 39.0]"
2006/12/26,"[0.0933523922764228, 0.177475, 0.210294, 0, 0, 0.279775, 0, 0, 0, 0, 0, 0, 0, 0, 0.390538, 0, 0, 0.449389, 0, 0, 0.516503, 0.558331, 1.659842, 0, 0, 0, 0, 0, 0, 0, 1.126961, 1.023834, 1.126959, 1.131089, 0.861772, 1.122678, 0.0, 6.0]"
2006/12/27,"[0.0933523922764228, 0.165456, 0.209323, 0, 0, 0.302211, 0, 0, 0, 0, 0, 0, 0, 0, 0.441673, 0, 0, 0.509797, 0, 0, 0.580329, 0.622699, 1.475762, 0, 0, 0, 0, 0, 0, 0, 1.311633, 0.991105, 1.241593, 1.351864, 0.784482, 1.122678, 0.0, 16.0]"
2006/12/30,"[0.0933523922764228, 0.078702, 0.091849, 0, 0, 0.123814, 0, 0, 0, 0, 0, 0, 0, 0, 0.182244, 0, 0, 0.214036, 0, 0, 0.251383, 0.279437, 1.943852, 0, 0, 0, 0, 0, 0, 0, 1.247019, 1.159955, 1.285633, 1.239721, 1.031453, 1.122678, 0.0, 18.0]"
2007/01/01,"[0.0933523922764228, 0.074846, 0.094126, 0, 0, 0.138895, 0, 0, 0, 0, 0, 0, 0, 0, 0.211785, 0, 0, 0.248559, 0, 0, 0.294776, 0.320567, 2.191344, 0, 0, 0, 0, 0, 0, 0, 1.436886, 1.207613, 1.38289, 1.473848, 1.005533, 1.122678, 0.0, 29.0]"
2007/01/09,"[0.0933523922764228, 0.203794, 0.259554, 0, 0, 0.380826, 0, 0, 0, 0, 0, 0, 0, 0, 0.573847, 0, 0, 0.672873, 0, 0, 0.769654, 0.804994, 1.738907, 0, 0, 0, 0, 0, 0, 0, 1.404552, 1.127881, 1.347907, 1.439126, 0.956267, 1.122678, 0.0, 12.0]"
2007/01/11,"[0.0933523922764228, 0.052561, 0.069525, 0, 0, 0.109127, 0, 0, 0, 0, 0, 0, 0, 0, 0.177152, 0, 0, 0.207549, 0, 0, 0.246038, 0.266639, 2.529103, 0, 0, 0, 0, 0, 0, 0, 1.624614, 1.186682, 1.535665, 1.697892, 0.977699, 1.122678, 0.0, 12.0]"
2007/01/15,"[0.0933523922764228, 0.051647, 0.061368, 0, 0, 0.083391, 0, 0, 0, 0, 0, 0, 0, 0, 0.121657, 0, 0, 0.14056, 0, 0, 0.169439, 0.183193, 2.420422, 0, 0, 0, 0, 0, 0, 0, 1.261622, 1.252492, 1.266266, 1.283, 1.112264, 1.122678, 0.0, 24.0]"
2007/01/20,"[0.0933523922764228, 0.040762, 0.051264, 0, 0, 0.072158, 0, 0, 0, 0, 0, 0, 0, 0, 0.101289, 0, 0, 0.123188, 0, 0, 0.150579, 0.164505, 2.947224, 0, 0, 0, 0, 0, 0, 0, 1.306037, 1.268322, 1.285177, 1.310852, 1.054376, 1.122678, 0.0, 10.0]"
2007/01/25,"[0.0933523922764228, 0.124402, 0.147545, 0, 0, 0.198262, 0, 0, 0, 0, 0, 0, 0, 0, 0.282772, 0, 0, 0.328756, 0, 0, 0.382756, 0.412738, 1.454149, 0, 0, 0, 0, 0, 0, 0, 1.180509, 1.090953, 1.189906, 1.180608, 0.947905, 1.122678, 0.0, 37.0]"
2007/01/26,"[0.0933523922764228, 0.10625, 0.123809, 0, 0, 0.164657, 0, 0, 0, 0, 0, 0, 0, 0, 0.234904, 0, 0, 0.274168, 0, 0, 0.323705, 0.355848, 1.762181, 0, 0, 0, 0, 0, 0, 0, 1.171657, 1.155203, 1.198091, 1.163628, 1.01434, 1.122678, 0.0, 35.0]"
2007/01/28,"[0.0933523922764228, 0.29278, 0.332654, 0, 0, 0.412755, 0, 0, 0, 0, 0, 0, 0, 0, 0.532815, 0, 0, 0.595738, 0, 0, 0.65135, 0.683305, 0.622884, 0, 0, 0, 0, 0, 0, 0, 0.855837, 0.769143, 0.861093, 0.853554, 0.632989, 1.122678, 0.0, 35.0]"
2007/01/29,"[0.0933523922764228, 0.17506, 0.201111, 0, 0, 0.255288, 0, 0, 0, 0, 0, 0, 0, 0, 0.348105, 0, 0, 0.403225, 0, 0, 0.465522, 0.512954, 0.873231, 0, 0, 0, 0, 0, 0, 0, 1.024183, 1.046105, 1.07128, 0.999137, 0.932579, 1.122678, 0.0, 44.0]"
2007/01/30,"[0.0933523922764228, 0.074261, 0.091119, 0, 0, 0.127925, 0, 0, 0, 0, 0, 0, 0, 0, 0.192502, 0, 0, 0.234369, 0, 0, 0.281602, 0.309847, 0.795595, 0, 0, 0, 0, 0, 0, 0, 1.377063, 1.367819, 1.409941, 1.34971, 1.080502, 1.122678, 0.0, 47.0]"
2007/01/31,"[0.0933523922764228, 0.250323, 0.294914, 0, 0, 0.393677, 0, 0, 0, 0, 0, 0, 0, 0, 0.554135, 0, 0, 0.638997, 0, 0, 0.729847, 0.805829, 1.484955, 0, 0, 0, 0, 0, 0, 0, 1.141619, 1.037053, 1.143317, 1.146745, 0.907916, 1.122678, 0.0, 33.0]"
2007/02/01,"[0.0933523922764228, 0.575053, 0.710503, 0, 0, 0.991758, 0, 0, 0, 0, 0, 0, 0, 0, 1.399162, 0, 0, 1.640011, 0, 0, 2.04991, 2.423952, 1.172845, 0, 0, 0, 0, 0, 0, 0, 1.226253, 0.953594, 1.170131, 1.259488, 0.714122, 1.122678, 0.0, 12.0]"
2007/02/02,"[0.0933523922764228, 0.212779, 0.259541, 0, 0, 0.361332, 0, 0, 0, 0, 0, 0, 0, 0, 0.530647, 0, 0, 0.625017, 0, 0, 0.718805, 0.801805, 1.005441, 0, 0, 0, 0, 0, 0, 0, 1.298242, 1.194192, 1.296933, 1.301442, 1.062104, 1.122678, 0.0, 9.0]"
2007/02/03,"[0.0933523922764228, 0.126075, 0.154845, 0, 0, 0.220311, 0, 0, 0, 0, 0, 0, 0, 0, 0.331358, 0, 0, 0.393108, 0, 0, 0.467752, 0.527558, 1.192213, 0, 0, 0, 0, 0, 0, 0, 1.372888, 1.24206, 1.365321, 1.381438, 1.144931, 1.122678, 0.0, 21.0]"
2007/02/04,"[0.0933523922764228, 0.09765, 0.12294, 0, 0, 0.185182, 0, 0, 0, 0, 0, 0, 0, 0, 0.304265, 0, 0, 0.372404, 0, 0, 0.459413, 0.522626, 1.75811, 0, 0, 0, 0, 0, 0, 0, 1.637584, 1.484743, 1.648539, 1.646162, 1.332817, 1.122678, 0.0, 26.0]"
2007/02/05,"[0.0933523922764228, 0.13172, 0.165452, 0, 0, 0.244425, 0, 0, 0, 0, 0, 0, 0, 0, 0.386014, 0, 0, 0.465333, 0, 0, 0.562443, 0.619367, 1.865093, 0, 0, 0, 0, 0, 0, 0, 1.52606, 1.357107, 1.522634, 1.537492, 1.112206, 1.122678, 0.0, 36.0]"
2007/02/06,"[0.0933523922764228, 0.107822, 0.137505, 0, 0, 0.20764, 0, 0, 0, 0, 0, 0, 0, 0, 0.328846, 0, 0, 0.395484, 0, 0, 0.476855, 0.516031, 2.040555, 0, 0, 0, 0, 0, 0, 0, 1.570202, 1.360535, 1.539783, 1.592181, 1.061561, 1.122678, 0.0, 35.0]"
2007/02/07,"[0.0933523922764228, 0.076663, 0.097411, 0, 0, 0.14782, 0, 0, 0, 0, 0, 0, 0, 0, 0.239715, 0, 0, 0.290127, 0, 0, 0.359361, 0.386879, 2.022931, 0, 0, 0, 0, 0, 0, 0, 1.590155, 1.524054, 1.571856, 1.613663, 1.349171, 1.122678, 0.0, 61.0]"
2007/02/08,"[0.0933523922764228, 0.067057, 0.082694, 0, 0, 0.122599, 0, 0, 0, 0, 0, 0, 0, 0, 0.199281, 0, 0, 0.240918, 0, 0, 0.30597, 0.337369, 2.421323, 0, 0, 0, 0, 0, 0, 0, 1.551701, 1.52708, 1.563787, 1.566536, 1.303672, 1.122678, 0.0, 57.0]"
2007/02/09,"[0.0933523922764228, 0.217202, 0.283041, 0, 0, 0.427128, 0, 0, 0, 0, 0, 0, 0, 0, 0.657208, 0, 0, 0.761511, 0, 0, 0.901881, 0.972031, 2.861831, 0, 0, 0, 0, 0, 0, 0, 1.490599, 1.202385, 1.414574, 1.53502, 1.02771, 1.122678, 0.0, 22.0]"
2007/02/12,"[0.0933523922764228, 0.416678, 0.535551, 0, 0, 0.773878, 0, 0, 0, 0, 0, 0, 0, 0, 1.08284, 0, 0, 1.201979, 0, 0, 1.336555, 1.410178, 2.273921, 0, 0, 0, 0, 0, 0, 0, 1.263061, 0.78853, 1.08821, 1.310728, 0.557295, 1.122678, 0.0, 18.0]"
2007/02/13,"[0.0933523922764228, 0.367389, 0.473463, 0, 0, 0.688441, 0, 0, 0, 0, 0, 0, 0, 0, 0.951629, 0, 0, 1.053272, 0, 0, 1.14988, 1.138212, 2.2899, 0, 0, 0, 0, 0, 0, 0, 1.281965, 0.822782, 1.138409, 1.344306, 0.61899, 1.122678, 0.0, 47.0]"
2007/02/14,"[0.0933523922764228, 0.242708, 0.314796, 0, 0, 0.466969, 0, 0, 0, 0, 0, 0, 0, 0, 0.681969, 0, 0, 0.778969, 0, 0, 0.854585, 0.904461, 2.360772, 0, 0, 0, 0, 0, 0, 0, 1.342817, 0.932078, 1.223762, 1.409167, 0.719337, 1.122678, 0.0, 16.0]"
2007/02/16,"[0.0933523922764228, 0.527705, 0.678865, 0, 0, 0.98542, 0, 0, 0, 0, 0, 0, 0, 0, 1.378966, 0, 0, 1.520801, 0, 0, 1.677331, 1.750244, 3.219409, 0, 0, 0, 0, 0, 0, 0, 1.204119, 0.715617, 1.052449, 1.294378, 0.556634, 1.122678, 0.0, 4.0]"
2007/02/17,"[0.0933523922764228, 0.352158, 0.45397, 0, 0, 0.667575, 0, 0, 0, 0, 0, 0, 0, 0, 0.961585, 0, 0, 1.081037, 0, 0, 1.210211, 1.284486, 2.950852, 0, 0, 0, 0, 0, 0, 0, 1.302712, 0.849211, 1.171437, 1.381436, 0.690694, 1.122678, 0.0, 9.0]"
2007/02/18,"[0.0933523922764228, 0.609927, 0.765239, 0, 0, 1.040091, 0, 0, 0, 0, 0, 0, 0, 0, 1.322689, 0, 0, 1.417294, 0, 0, 1.478703, 1.510101, 2.860607, 0, 0, 0, 0, 0, 0, 0, 0.905734, 0.39927, 0.742428, 0.988995, 0.246873, 1.122678, 0.0, 1.0]"
2007/02/23,"[0.0933523922764228, 0.123561, 0.148492, 0, 0, 0.202592, 0, 0, 0, 0, 0, 0, 0, 0, 0.287367, 0, 0, 0.330298, 0, 0, 0.38242, 0.414904, 1.663393, 0, 0, 0, 0, 0, 0, 0, 1.150852, 1.035768, 1.140626, 1.165245, 0.909121, 1.122678, 0.0, 37.0]"
2007/02/26,"[0.0933523922764228, 0.114047, 0.137593, 0, 0, 0.188952, 0, 0, 0, 0, 0, 0, 0, 0, 0.275734, 0, 0, 0.324174, 0, 0, 0.374524, 0.408678, 1.383544, 0, 0, 0, 0, 0, 0, 0, 1.262906, 1.101125, 1.270907, 1.262886, 0.897788, 1.122678, 0.0, 1.0]"
2007/02/27,"[0.0933523922764228, 0.162506, 0.196706, 0, 0, 0.273642, 0, 0, 0, 0, 0, 0, 0, 0, 0.395851, 0, 0, 0.456588, 0, 0, 0.521823, 0.559176, 2.372708, 0, 0, 0, 0, 0, 0, 0, 1.238234, 1.054703, 1.205373, 1.263253, 0.904908, 1.122678, 0.0, 55.0]"
2007/03/02,"[0.0933523922764228, 0.136012, 0.178832, 0, 0, 0.275479, 0, 0, 0, 0, 0, 0, 0, 0, 0.428742, 0, 0, 0.498283, 0, 0, 0.588739, 0.63559, 2.96145, 0, 0, 0, 0, 0, 0, 0, 1.517186, 1.170512, 1.412895, 1.587079, 1.001715, 1.122678, 0.0, 40.0]"
2007/03/03,"[0.0933523922764228, 0.211761, 0.271657, 0, 0, 0.39583, 0, 0, 0, 0, 0, 0, 0, 0, 0.569897, 0, 0, 0.64464, 0, 0, 0.739999, 0.771261, 2.602098, 0, 0, 0, 0, 0, 0, 0, 1.306264, 0.974196, 1.189759, 1.37503, 0.821898, 1.122678, 0.0, 24.0]"
2007/03/04,"[0.0933523922764228, 0.182247, 0.241767, 0, 0, 0.375411, 0, 0, 0, 0, 0, 0, 0, 0, 0.5295, 0, 0, 0.583255, 0, 0, 0.677222, 0.739035, 2.545838, 0, 0, 0, 0, 0, 0, 0, 1.543537, 1.088586, 1.414854, 1.606032, 0.912229, 1.122678, 0.0, 28.0]"
2007/03/10,"[0.0933523922764228, 0.558101, 0.747662, 0, 0, 1.145696, 0, 0, 0, 0, 0, 0, 0, 0, 1.693986, 0, 0, 1.921955, 0, 0, 2.163604, 2.291159, 3.139716, 0, 0, 0, 0, 0, 0, 0, 1.393957, 0.880395, 1.235966, 1.482623, 0.683411, 1.122678, 0.0, 4.0]"
2007/03/14,"[0.0933523922764228, 0.578214, 0.757714, 0, 0, 1.115884, 0, 0, 0, 0, 0, 0, 0, 0, 1.409253, 0, 0, 1.455628, 0, 0, 1.436723, 1.777312, 3.047416, 0, 0, 0, 0, 0, 0, 0, 1.426451, 0.818919, 1.187228, 1.45893, 0.641947, 1.122678, 0.0, 15.0]"
2007/03/15,"[0.0933523922764228, 0.592665, 0.785184, 0, 0, 1.181962, 0, 0, 0, 0, 0, 0, 0, 0, 1.692876, 0, 0, 1.905625, 0, 0, 2.128371, 2.158002, 3.087983, 0, 0, 0, 0, 0, 0, 0, 1.438389, 0.868079, 1.250492, 1.512719, 0.652225, 1.122678, 0.0, 26.0]"
2007/03/21,"[0.0933523922764228, 0.186806, 0.232893, 0, 0, 0.337914, 0, 0, 0, 0, 0, 0, 0, 0, 0.502435, 0, 0, 0.577949, 0, 0, 0.663511, 0.711239, 2.084154, 0, 0, 0, 0, 0, 0, 0, 1.344889, 1.003222, 1.276735, 1.394657, 0.809348, 1.122678, 0.0, 3.0]"
2007/03/23,"[0.0933523922764228, 0.380122, 0.496516, 0, 0, 0.751207, 0, 0, 0, 0, 0, 0, 0, 0, 1.112233, 0, 0, 1.265677, 0, 0, 1.436064, 1.519708, 2.90063, 0, 0, 0, 0, 0, 0, 0, 1.394608, 0.928205, 1.255753, 1.475073, 0.736085, 1.122678, 0.0, 17.0]"
2007/03/24,"[0.0933523922764228, 0.656122, 0.816302, 0, 0, 1.116944, 0, 0, 0, 0, 0, 0, 0, 0, 1.214973, 0, 0, 1.351405, 0, 0, 1.453903, 0.706981, 3.667455, 0, 0, 0, 0, 0, 0, 0, 1.170247, 0.724881, 1.045523, 1.211514, 0.544294, 1.122678, 0.0, 3.0]"
2007/03/31,"[0.0933523922764228, 0.506724, 0.690678, 0, 0, 1.094628, 0, 0, 0, 0, 0, 0, 0, 0, 1.738064, 0, 0, 2.045982, 0, 0, 2.325875, 2.522984, 3.680943, 0, 0, 0, 0, 0, 0, 0, 1.677415, 0.987796, 1.456346, 1.715193, 0.790218, 1.122678, 0.0, 17.0]"
2007/04/01,"[0.0933523922764228, 0.41453, 0.566536, 0, 0, 0.906635, 0, 0, 0, 0, 0, 0, 0, 0, 1.386376, 0, 0, 1.582867, 0, 0, 1.814822, 1.950609, 3.360725, 0, 0, 0, 0, 0, 0, 0, 1.677696, 1.102407, 1.486505, 1.742916, 0.874097, 1.122678, 0.0, 33.0]"
2007/04/11,"[0.0933523922764228, 0.197567, 0.245256, 0, 0, 0.357093, 0, 0, 0, 0, 0, 0, 0, 0, 0.553432, 0, 0, 0.659784, 0, 0, 0.790304, 0.885298, 1.643363, 0, 0, 0, 0, 0, 0, 0, 1.46108, 1.304827, 1.450049, 1.477509, 1.157996, 1.122678, 0.0, 12.0]"
2007/04/12,"[0.0933523922764228, 0.150664, 0.182427, 0, 0, 0.253679, 0, 0, 0, 0, 0, 0, 0, 0, 0.363873, 0, 0, 0.401666, 0, 0, 0.457095, 0.499898, 1.987528, 0, 0, 0, 0, 0, 0, 0, 1.223367, 1.111366, 1.189709, 1.248979, 1.004814, 1.122678, 0.0, 54.0]"
2007/04/13,"[0.0933523922764228, 0.48172, 0.596802, 0, 0, 0.857233, 0, 0, 0, 0, 0, 0, 0, 0, 1.235622, 0, 0, 1.39931, 0, 0, 1.589844, 1.689614, 3.555005, 0, 0, 0, 0, 0, 0, 0, 1.259736, 0.907826, 1.166912, 1.319394, 0.734346, 1.122678, 0.0, 1.0]"
2007/04/14,"[0.0933523922764228, 0.42436, 0.499653, 0, 0, 0.666887, 0, 0, 0, 0, 0, 0, 0, 0, 0.906085, 0, 0, 1.011296, 0, 0, 1.123237, 1.189953, 3.226601, 0, 0, 0, 0, 0, 0, 0, 1.04243, 0.773129, 0.989081, 1.079808, 0.63181, 1.122678, 0.0, 1.0]"
2007/04/19,"[0.0933523922764228, 0.091106, 0.111261, 0, 0, 0.161888, 0, 0, 0, 0, 0, 0, 0, 0, 0.246248, 0, 0, 0.291461, 0, 0, 0.354678, 0.395917, 1.426158, 0, 0, 0, 0, 0, 0, 0, 1.425401, 1.329342, 1.387087, 1.44842, 1.213593, 1.122678, 0.0, 48.0]"
2007/04/20,"[0.0933523922764228, 0.118404, 0.136014, 0, 0, 0.182957, 0, 0, 0, 0, 0, 0, 0, 0, 0.262371, 0, 0, 0.302733, 0, 0, 0.368346, 0.407621, 1.957371, 0, 0, 0, 0, 0, 0, 0, 1.18291, 1.229349, 1.186835, 1.194047, 1.182829, 1.122678, 0.0, 18.0]"
2007/04/21,"[0.0933523922764228, 0.272541, 0.350546, 0, 0, 0.524334, 0, 0, 0, 0, 0, 0, 0, 0, 0.788201, 0, 0, 0.901022, 0, 0, 1.07068, 1.170047, 3.248235, 0, 0, 0, 0, 0, 0, 0, 1.414169, 1.139918, 1.313441, 1.483915, 1.051719, 1.122678, 0.0, 14.0]"
2007/04/22,"[0.0933523922764228, 0.575446, 0.732086, 0, 0, 1.056187, 0, 0, 0, 0, 0, 0, 0, 0, 1.580616, 0, 0, 1.890274, 0, 0, 2.140099, 2.223881, 4.284127, 0, 0, 0, 0, 0, 0, 0, 1.323495, 0.684359, 1.077435, 1.367436, 0.505203, 1.122678, 0.0, 12.0]"
2007/04/27,"[0.0933523922764228, 0.456854, 0.581881, 0, 0, 0.84403, 0, 0, 0, 0, 0, 0, 0, 0, 1.220598, 0, 0, 1.334124, 0, 0, 1.513658, 1.604591, 4.371388, 0, 0, 0, 0, 0, 0, 0, 1.239283, 0.777854, 1.10625, 1.342821, 0.719509, 1.122678, 0.0, 1.0]"
2007/04/29,"[0.0933523922764228, 0.141021, 0.179412, 0, 0, 0.264172, 0, 0, 0, 0, 0, 0, 0, 0, 0.376278, 0, 0, 0.40793, 0, 0, 0.474292, 0.502211, 4.423874, 0, 0, 0, 0, 0, 0, 0, 1.229383, 0.844804, 1.060014, 1.346907, 0.819208, 1.122678, 0.0, 2.0]"
2007/05/01,"[0.0933523922764228, 0.178757, 0.209664, 0, 0, 0.276617, 0, 0, 0, 0, 0, 0, 0, 0, 0.386875, 0, 0, 0.440515, 0, 0, 0.505253, 0.551542, 2.402957, 0, 0, 0, 0, 0, 0, 0, 1.099933, 0.961917, 1.101362, 1.113266, 0.879408, 1.122678, 0.0, 2.0]"
2007/05/02,"[0.0933523922764228, 0.191899, 0.213192, 0, 0, 0.262986, 0, 0, 0, 0, 0, 0, 0, 0, 0.3514, 0, 0, 0.394854, 0, 0, 0.460075, 0.495544, 1.580578, 0, 0, 0, 0, 0, 0, 0, 0.915529, 0.973186, 0.959644, 0.909409, 0.967417, 1.122678, 0.0, 11.0]"
2007/05/03,"[0.0933523922764228, 0.360595, 0.437265, 0, 0, 0.607091, 0, 0, 0, 0, 0, 0, 0, 0, 0.87273, 0, 0, 1.003199, 0, 0, 1.150905, 1.234075, 2.170572, 0, 0, 0, 0, 0, 0, 0, 1.133454, 1.03789, 1.11547, 1.149035, 0.937742, 1.122678, 0.0, 33.0]"
2007/05/04,"[0.0933523922764228, 0.241046, 0.28245, 0, 0, 0.376762, 0, 0, 0, 0, 0, 0, 0, 0, 0.529069, 0, 0, 0.60309, 0, 0, 0.693407, 0.748184, 2.356051, 0, 0, 0, 0, 0, 0, 0, 1.122654, 0.992169, 1.113018, 1.140375, 0.892607, 1.122678, 0.0, 23.0]"
2007/05/06,"[0.0933523922764228, 0.226465, 0.258004, 0, 0, 0.332883, 0, 0, 0, 0, 0, 0, 0, 0, 0.476937, 0, 0, 0.562427, 0, 0, 0.6333750661686236, 0.6794867085620182, 1.542084, 0, 0, 0, 0, 0, 0, 0, 1.151082, 1.276293, 1.230373, 1.118541, 1.026563747863247, 1.122678, 0.0, 1.0]"
2007/05/07,"[0.0933523922764228, 0.275093, 0.343783, 0, 0, 0.502682, 0, 0, 0, 0, 0, 0, 0, 0, 0.764527, 0, 0, 0.89782, 0, 0, 1.055108, 1.156313, 1.987262, 0, 0, 0, 0, 0, 0, 0, 1.419045, 1.191834, 1.375397, 1.452966, 1.035973, 1.122678, 0.0, 64.0]"
2007/05/08,"[0.0933523922764228, 0.176763, 0.212162, 0, 0, 0.29935, 0, 0, 0, 0, 0, 0, 0, 0, 0.45459, 0, 0, 0.533842, 0, 0, 0.650797, 0.736597, 1.650633, 0, 0, 0, 0, 0, 0, 0, 1.365638, 1.299086, 1.369017, 1.382383, 1.240156, 1.122678, 0.0, 57.0]"
2007/05/09,"[0.0933523922764228, 0.298584, 0.380396, 0, 0, 0.567389, 0, 0, 0, 0, 0, 0, 0, 0, 0.865619, 0, 0, 1.004697, 0, 0, 1.208443, 1.352172, 2.190638, 0, 0, 0, 0, 0, 0, 0, 1.44305, 1.154135, 1.379808, 1.490679, 0.980507, 1.122678, 0.0, 66.0]"
