date,data
2012/08/16,"[0.0933523922764228, 0.050064, 0.047449, 0, 0, 0.04838, 0, 0, 0, 0, 0, 0, 0, 0, 0.061276, 0, 0, 0.062165, 0, 0, 0.082781, 0.08995, 4.815835, 0, 0, 0, 0, 0, 0, 0, 0.492915, 1.044555, 0.668872, 0.513959, 1.178963, 1.122678, 0.0, 28.0]"
2012/08/18,"[0.0933523922764228, 0.065407, 0.065487, 0, 0, 0.077231, 0, 0, 0, 0, 0, 0, 0, 0, 0.11171, 0, 0, 0.125143, 0, 0, 0.178058, 0.203451, 5.317543, 0, 0, 0, 0, 0, 0, 0, 1.019617, 1.753503, 1.184404, 1.011911, 1.976565, 1.122678, 0.0, 22.0]"
2012/08/19,"[0.0933523922764228, 0.041568, 0.043365, 0, 0, 0.056865, 0, 0, 0, 0, 0, 0, 0, 0, 0.088681, 0, 0, 0.100011, 0, 0, 0.136306, 0.136787, 4.439281, 0, 0, 0, 0, 0, 0, 0, 0.865298, 2.05508, 0.96744, 0.963648, 1.689258, 1.122678, 0.0, 46.0]"
2012/08/20,"[0.0933523922764228, 0.046556, 0.05145, 0, 0, 0.067428, 0, 0, 0, 0, 0, 0, 0, 0, 0.101032, 0, 0, 0.111485, 0, 0, 0.143784, 0.127068, 4.293266, 0, 0, 0, 0, 0, 0, 0, 1.012522, 1.878362, 1.190228, 1.07902, 1.988371, 1.122678, 0.0, 50.0]"
2012/08/21,"[0.0933523922764228, 0.038481, 0.035564, 0, 0, 0.036242, 0, 0, 0, 0, 0, 0, 0, 0, 0.047825, 0, 0, 0.048348, 0, 0, 0.073887, 0.076834, 4.333296, 0, 0, 0, 0, 0, 0, 0, 0.383726, 1.941752, 0.608738, 0.453223, 1.818659, 1.122678, 0.0, 50.0]"
2012/08/22,"[0.0933523922764228, 0.057636, 0.052087, 0, 0, 0.05566, 0, 0, 0, 0, 0, 0, 0, 0, 0.070041, 0, 0, 0.073686, 0, 0, 0.10828, 0.120028, 5.125361, 0, 0, 0, 0, 0, 0, 0, 0.531459, 1.614326, 0.663326, 0.536183, 1.968106, 1.122678, 0.0, 6.0]"
2012/08/25,"[0.0933523922764228, 0.09048, 0.0902, 0, 0, 0.100432, 0, 0, 0, 0, 0, 0, 0, 0, 0.127662, 0, 0, 0.137403, 0, 0, 0.162817, 0.172723, 4.739118, 0, 0, 0, 0, 0, 0, 0, 0.637563, 0.843803, 0.743435, 0.629284, 0.893431, 1.122678, 0.0, 8.0]"
2012/08/27,"[0.0933523922764228, 0.147084, 0.159858, 0, 0, 0.200279, 0, 0, 0, 0, 0, 0, 0, 0, 0.289696, 0, 0, 0.332182, 0, 0, 0.411341, 0.475568, 5.09233, 0, 0, 0, 0, 0, 0, 0, 1.117803, 1.257898, 1.21219, 1.108572, 1.207794, 1.122678, 0.0, 23.0]"
2012/08/30,"[0.0933523922764228, 0.546746, 0.684479, 0, 0, 0.946559, 0, 0, 0, 0, 0, 0, 0, 0, 1.261574, 0, 0, 1.375546, 0, 0, 1.357016, 1.365605, 4.95731, 0, 0, 0, 0, 0, 0, 0, 1.042868, 0.610852, 0.907426, 1.120272, 0.335349, 1.122678, 0.0, 9.0]"
2012/08/31,"[0.0933523922764228, 0.165185, 0.199078, 0, 0, 0.286988, 0, 0, 0, 0, 0, 0, 0, 0, 0.427308, 0, 0, 0.485727, 0, 0, 0.565125, 0.595724, 5.059022, 0, 0, 0, 0, 0, 0, 0, 1.32753, 1.010384, 1.258871, 1.387965, 0.800502, 1.122678, 0.0, 17.0]"
2012/09/01,"[0.0933523922764228, 0.07075, 0.083762, 0, 0, 0.120318, 0, 0, 0, 0, 0, 0, 0, 0, 0.18522, 0, 0, 0.208652, 0, 0, 0.256056, 0.294034, 4.745908, 0, 0, 0, 0, 0, 0, 0, 1.392904, 1.191818, 1.355141, 1.463626, 1.106212, 1.122678, 0.0, 34.0]"
2012/09/02,"[0.0933523922764228, 0.03709, 0.036782, 0, 0, 0.04875, 0, 0, 0, 0, 0, 0, 0, 0, 0.076181, 0, 0, 0.085952, 0, 0, 0.12732, 0.140945, 4.055433, 0, 0, 0, 0, 0, 0, 0, 1.257418, 1.882541, 1.335467, 1.295636, 2.01947, 1.122678, 0.0, 26.0]"
2012/09/03,"[0.0933523922764228, 0.10925, 0.136178, 0, 0, 0.203441, 0, 0, 0, 0, 0, 0, 0, 0, 0.3172, 0, 0, 0.368054, 0, 0, 0.42451, 0.431815, 4.098305, 0, 0, 0, 0, 0, 0, 0, 1.481424, 1.046352, 1.415512, 1.540763, 0.622122, 1.122678, 0.0, 11.0]"
2012/09/04,"[0.0933523922764228, 0.060417, 0.063008, 0, 0, 0.081465, 0, 0, 0, 0, 0, 0, 0, 0, 0.12392, 0, 0, 0.142107, 0, 0, 0.18753, 0.206767, 4.370147, 0, 0, 0, 0, 0, 0, 0, 1.242114, 1.540285, 1.332687, 1.254511, 1.477003, 1.122678, 0.0, 45.0]"
2012/09/05,"[0.0933523922764228, 0.030864, 0.026221, 0, 0, 0.02916, 0, 0, 0, 0, 0, 0, 0, 0, 0.041855, 0, 0, 0.043951, 0, 0, 0.073115, 0.086742, 4.637449, 0, 0, 0, 0, 0, 0, 0, 0.803843, 2.046438, 0.985616, 0.839752, 2.495689, 1.122678, 0.0, 25.0]"
2012/09/07,"[0.0933523922764228, 0.053672, 0.062033, 0, 0, 0.088129, 0, 0, 0, 0, 0, 0, 0, 0, 0.141881, 0, 0, 0.163998, 0, 0, 0.196012, 0.6794867085620182, 4.671511, 0, 0, 0, 0, 0, 0, 0, 1.479276, 1.165935, 1.500307, 1.525879, 1.197623, 1.122678, 0.0, 17.0]"
2012/09/08,"[0.0933523922764228, 0.044197, 0.044288, 0, 0, 0.058402, 0, 0, 0, 0, 0, 0, 0, 0, 0.090895, 0, 0, 0.103823, 0, 0, 0.146387, 0.161133, 4.537591, 0, 0, 0, 0, 0, 0, 0, 1.281425, 1.752337, 1.36834, 1.303276, 1.759795, 1.122678, 0.0, 39.0]"
2012/09/09,"[0.0933523922764228, 0.291507, 0.378203, 0, 0, 0.560957, 0, 0, 0, 0, 0, 0, 0, 0, 0.801878, 0, 0, 0.892154, 0, 0, 0.985791, 0.981985, 3.706298, 0, 0, 0, 0, 0, 0, 0, 1.303214, 0.766944, 1.142227, 1.39849, 0.397985, 1.122678, 0.0, 6.0]"
2012/09/10,"[0.0933523922764228, 0.325368, 0.419869, 0, 0, 0.624417, 0, 0, 0, 0, 0, 0, 0, 0, 0.916971, 0, 0, 1.036523, 0, 0, 1.179701, 1.162748, 4.161493, 0, 0, 0, 0, 0, 0, 0, 1.37667, 0.897212, 1.250433, 1.456586, 0.619504, 1.122678, 0.0, 12.0]"
2012/09/11,"[0.0933523922764228, 0.11424, 0.142157, 0, 0, 0.178179, 0, 0, 0, 0, 0, 0, 0, 0, 0.300501, 0, 0, 0.298876, 0, 0, 0.340745, 0.416421, 3.24511, 0, 0, 0, 0, 0, 0, 0, 1.463827, 1.136367, 1.450508, 1.508355, 0.855029, 1.122678, 0.0, 20.0]"
2012/09/12,"[0.0933523922764228, 0.249938, 0.320098, 0, 0, 0.47681, 0, 0, 0, 0, 0, 0, 0, 0, 0.699355, 0, 0, 0.790838, 0, 0, 0.891456, 0.938671, 3.797618, 0, 0, 0, 0, 0, 0, 0, 1.385963, 0.899632, 1.249906, 1.468803, 0.638431, 1.122678, 0.0, 30.0]"
2012/09/13,"[0.0933523922764228, 0.508839, 0.661322, 0, 0, 0.966329, 0, 0, 0, 0, 0, 0, 0, 0, 1.339719, 0, 0, 1.471273, 0, 0, 1.557212, 1.638424, 4.155732, 0, 0, 0, 0, 0, 0, 0, 1.227661, 0.56748, 1.054242, 1.317665, 0.280766, 1.122678, 0.0, 33.0]"
2012/09/14,"[0.0933523922764228, 0.0335, 0.034962, 0, 0, 0.0456, 0, 0, 0, 0, 0, 0, 0, 0, 0.070542, 0, 0, 0.080869, 0, 0, 0.09962, 0.108604, 3.643749, 0, 0, 0, 0, 0, 0, 0, 1.283669, 1.250714, 1.401677, 1.292033, 0.961249, 1.122678, 0.0, 19.0]"
2012/09/17,"[0.0933523922764228, 0.198714, 0.249581, 0, 0, 0.383155, 0, 0, 0, 0, 0, 0, 0, 0, 0.620177, 0, 0, 0.554318369612069, 0, 0, 0.887566, 0.916181, 2.760396, 0, 0, 0, 0, 0, 0, 0, 1.650898, 1.312605, 1.630421, 1.650898, 0.644764, 1.122678, 0.0, 6.0]"
2012/09/18,"[0.0933523922764228, 0.187905298245614, 0.19575, 0, 0, 0.300159, 0, 0, 0, 0, 0, 0, 0, 0, 0.494088, 0, 0, 0.554318369612069, 0, 0, 0.708977, 0.74846, 3.247507, 0, 0, 0, 0, 0, 0, 0, 1.668988, 1.294725, 1.671334, 1.668988, 0.621239, 1.122678, 0.0, 0.0]"
2012/09/21,"[0.0933523922764228, 0.187905298245614, 0.058791, 0, 0, 0.081565, 0, 0, 0, 0, 0, 0, 0, 0, 0.125811, 0, 0, 0.554318369612069, 0, 0, 0.167949, 0.175495, 4.790704, 0, 0, 0, 0, 0, 0, 0, 1.367324, 1.042393, 1.450613, 1.367324, 0.259092, 1.122678, 0.0, 0.0]"
2012/09/22,"[0.0933523922764228, 0.187905298245614, 0.145688, 0, 0, 0.212558, 0, 0, 0, 0, 0, 0, 0, 0, 0.325444, 0, 0, 0.554318369612069, 0, 0, 0.426492, 0.433019, 4.814873, 0, 0, 0, 0, 0, 0, 0, 1.458844, 0.974907, 1.438959, 1.458844, 0.136086, 1.122678, 0.0, 0.0]"
2012/09/25,"[0.0933523922764228, 0.187905298245614, 0.15252, 0, 0, 0.201966, 0, 0, 0, 0, 0, 0, 0, 0, 0.291007, 0, 0, 0.332454, 0, 0, 0.378858, 0.401921, 3.73578, 0, 0, 0, 0, 0, 0, 0, 1.155651, 0.956933, 1.208451, 1.160712, 0.596454, 1.122678, 0.0, 0.0]"
2012/10/01,"[0.049231, 0.079849, 0.095926, 0, 0, 0.140632, 0, 0, 0, 0, 0, 0, 0, 0, 0.208105, 0, 0, 0.264585, 0, 0, 0.333208, 0.390161, 2.584075, 0, 0, 0, 0, 0, 0, 0, 1.452745, 1.694986, 1.44395, 1.399191, 1.497759, 1.122678, 14.0, 14.0]"
2012/10/02,"[0.035716, 0.064588, 0.079547, 0, 0, 0.124673, 0, 0, 0, 0, 0, 0, 0, 0, 0.191819, 0, 0, 0.255104, 0, 0, 0.334133, 0.395176, 2.336078, 0, 0, 0, 0, 0, 0, 0, 1.645931, 2.051029, 1.597357, 1.563574, 1.758388, 1.122678, 35.0, 35.0]"
2012/10/03,"[0.02486, 0.047842, 0.059174, 0, 0, 0.094112, 0, 0, 0, 0, 0, 0, 0, 0, 0.140295, 0, 0, 0.189807, 0, 0, 0.247781, 0.292313, 1.995596, 0, 0, 0, 0, 0, 0, 0, 1.635235, 2.055241, 1.572205, 1.546582, 1.690872, 1.122678, 31.0, 31.0]"
2012/10/04,"[0.034625, 0.057403, 0.068674, 0, 0, 0.103585, 0, 0, 0, 0, 0, 0, 0, 0, 0.149527, 0, 0, 0.195591, 0, 0, 0.250878, 0.293002, 2.821165, 0, 0, 0, 0, 0, 0, 0, 1.472815, 1.85578, 1.430068, 1.397776, 1.571454, 1.122678, 19.0, 19.0]"
2012/10/05,"[0.052056, 0.070042, 0.078951, 0, 0, 0.106702, 0, 0, 0, 0, 0, 0, 0, 0, 0.140675, 0, 0, 0.175991, 0, 0, 0.221128, 0.253329, 3.457487, 0, 0, 0, 0, 0, 0, 0, 1.133014, 1.663246, 1.122742, 1.056451, 1.429847, 1.122678, 16.0, 17.0]"
2012/10/06,"[0.04844, 0.076234, 0.092259, 0, 0, 0.135686, 0, 0, 0, 0, 0, 0, 0, 0, 0.201099, 0, 0, 0.251607, 0, 0, 0.314335, 0.361446, 3.532441, 0, 0, 0, 0, 0, 0, 0, 1.457234, 1.628964, 1.41935, 1.422687, 1.425605, 1.122678, 6.0, 6.0]"
2012/10/07,"[0.11977, 0.220825, 0.274394, 0, 0, 0.399235, 0, 0, 0, 0, 0, 0, 0, 0, 0.596177, 0, 0, 0.698836, 0, 0, 0.814176, 0.883681, 3.853477, 0, 0, 0, 0, 0, 0, 0, 1.376509, 1.123796, 1.312302, 1.411439, 0.917937, 1.122678, 1.0, 1.0]"
2012/10/08,"[0.102608, 0.163764, 0.195546, 0, 0, 0.272331, 0, 0, 0, 0, 0, 0, 0, 0, 0.393614, 0, 0, 0.461624, 0, 0, 0.538114, 0.611042, 3.431064, 0, 0, 0, 0, 0, 0, 0, 1.265059, 1.15582, 1.240178, 1.272682, 0.990952, 1.122678, 6.0, 6.0]"
2012/10/09,"[0.111659, 0.162099, 0.187269, 0, 0, 0.250572, 0, 0, 0, 0, 0, 0, 0, 0, 0.350257, 0, 0, 0.410554, 0, 0, 0.478602, 0.516833, 3.406012, 0, 0, 0, 0, 0, 0, 0, 1.15162, 1.128231, 1.148549, 1.141999, 0.939401, 1.122678, 5.0, 5.0]"
2012/10/10,"[0.047515, 0.071709, 0.081966, 0, 0, 0.11561, 0, 0, 0, 0, 0, 0, 0, 0, 0.147874, 0, 0, 0.191096, 0, 0, 0.241366, 0.284497, 2.657964, 0, 0, 0, 0, 0, 0, 0, 1.172813, 1.76819, 1.111557, 1.067444, 1.548704, 1.122678, 3.0, 3.0]"
2012/10/13,"[0.062709, 0.084731, 0.09334, 0, 0, 0.123351, 0, 0, 0, 0, 0, 0, 0, 0, 0.144114, 0, 0, 0.179833, 0, 0, 0.220955, 0.255574, 2.935883, 0, 0, 0, 0, 0, 0, 0, 0.889498, 1.546213, 0.817377, 0.783515, 1.372139, 1.122678, 8.0, 8.0]"
2012/10/14,"[0.085834, 0.141, 0.171783, 0, 0, 0.247384, 0, 0, 0, 0, 0, 0, 0, 0, 0.358724, 0, 0, 0.425979, 0, 0, 0.501659, 0.551444, 3.316343, 0, 0, 0, 0, 0, 0, 0, 1.306774, 1.199465, 1.245375, 1.318455, 0.999952, 1.122678, 16.0, 16.0]"
2012/10/15,"[0.09167, 0.182705, 0.235462, 0, 0, 0.367152, 0, 0, 0, 0, 0, 0, 0, 0, 0.571317, 0, 0, 0.693064, 0, 0, 0.831279, 0.919376, 3.487994, 0, 0, 0, 0, 0, 0, 0, 1.578574, 1.351901, 1.481694, 1.610649, 1.104105, 1.122678, 2.0, 2.0]"
2012/10/16,"[0.11338, 0.157189, 0.180003, 0, 0, 0.239755, 0, 0, 0, 0, 0, 0, 0, 0, 0.322809, 0, 0, 0.383802, 0, 0, 0.452211, 0.503273, 3.1122, 0, 0, 0, 0, 0, 0, 0, 1.094766, 1.220073, 1.081576, 1.062521, 1.061343, 1.122678, 4.0, 4.0]"
2012/10/17,"[0.200534, 0.286043, 0.331025, 0, 0, 0.444469, 0, 0, 0, 0, 0, 0, 0, 0, 0.609613, 0, 0, 0.717791, 0, 0, 0.835106, 0.92586, 2.752061, 0, 0, 0, 0, 0, 0, 0, 1.123575, 1.151592, 1.108675, 1.104781, 1.008621, 1.122678, 2.0, 2.0]"
2012/10/18,"[0.077381, 0.124457, 0.146818, 0, 0, 0.20434, 0, 0, 0, 0, 0, 0, 0, 0, 0.282727, 0, 0, 0.346228, 0, 0, 0.421633, 0.493823, 2.013799, 0, 0, 0, 0, 0, 0, 0, 1.231716, 1.440552, 1.204517, 1.190644, 1.383839, 1.122678, 2.0, 2.0]"
2012/10/19,"[0.049586, 0.07749, 0.089926, 0, 0, 0.126314, 0, 0, 0, 0, 0, 0, 0, 0, 0.164553, 0, 0, 0.206154, 0, 0, 0.253046, 0.2948, 1.989904, 0, 0, 0, 0, 0, 0, 0, 1.183013, 1.60265, 1.113146, 1.113316, 1.448579, 1.122678, 37.0, 38.0]"
2012/10/20,"[0.021984, 0.04703, 0.059802, 0, 0, 0.095314, 0, 0, 0, 0, 0, 0, 0, 0, 0.136475, 0, 0, 0.174851, 0, 0, 0.22105, 0.26028, 2.108808, 0, 0, 0, 0, 0, 0, 0, 1.530966, 1.781604, 1.385161, 1.495632, 1.582149, 1.122678, 46.0, 46.0]"
2012/10/21,"[0.019155, 0.032032, 0.036685, 0, 0, 0.055529, 0, 0, 0, 0, 0, 0, 0, 0, 0.064673, 0, 0, 0.08815, 0, 0, 0.117918, 0.145733, 1.934608, 0, 0, 0, 0, 0, 0, 0, 1.172101, 2.27892, 0.963039, 1.012708, 2.012794, 1.122678, 39.0, 39.0]"
2012/10/22,"[0.061733, 0.149641, 0.196541, 0, 0, 0.302474, 0, 0, 0, 0, 0, 0, 0, 0, 0.44324, 0, 0, 0.525544, 0, 0, 0.608554, 0.645828, 2.590641, 0, 0, 0, 0, 0, 0, 0, 1.528696, 1.504134, 1.38511, 1.531211, 1.223621, 1.122678, 33.0, 33.0]"
2012/10/23,"[0.089475, 0.150045, 0.180674, 0, 0, 0.253213, 0, 0, 0, 0, 0, 0, 0, 0, 0.360494, 0, 0, 0.420484, 0, 0, 0.487778, 0.531886, 3.661651, 0, 0, 0, 0, 0, 0, 0, 1.239377, 1.094756, 1.184657, 1.257297, 0.92124, 1.122678, 6.0, 6.0]"
2012/10/24,"[0.060922, 0.128651, 0.157932, 0, 0, 0.233858, 0, 0, 0, 0, 0, 0, 0, 0, 0.327775, 0, 0, 0.396469, 0, 0, 0.48249, 0.545678, 3.413021, 0, 0, 0, 0, 0, 0, 0, 1.323549, 1.395192, 1.213874, 1.323919, 1.24534, 1.122678, 1.0, 1.0]"
2012/10/25,"[0.015696, 0.038916, 0.050592, 0, 0, 0.084543, 0, 0, 0, 0, 0, 0, 0, 0, 0.117152, 0, 0, 0.149911, 0, 0, 0.187414, 0.222739, 2.989747, 0, 0, 0, 0, 0, 0, 0, 1.559003, 1.779316, 1.292913, 1.545258, 1.604971, 1.122678, 42.0, 42.0]"
2012/10/26,"[0.006875, 0.022677, 0.031317, 0, 0, 0.057397, 0, 0, 0, 0, 0, 0, 0, 0, 0.076238, 0, 0, 0.101725, 0, 0, 0.13204, 0.163676, 4.29151, 0, 0, 0, 0, 0, 0, 0, 1.744222, 2.257963, 1.238674, 1.713721, 2.040118, 1.122678, 23.0, 23.0]"
2012/11/02,"[0.025885, 0.065474, 0.084869, 0, 0, 0.132525, 0, 0, 0, 0, 0, 0, 0, 0, 0.200491, 0, 0, 0.239812, 0, 0, 0.288879, 0.324102, 2.939056, 0, 0, 0, 0, 0, 0, 0, 1.523763, 1.330066, 1.385191, 1.568944, 1.236183, 1.122678, 6.0, 6.0]"
2012/11/03,"[-0.004075, 0.009996, 0.015823, 0, 0, 0.040769, 0, 0, 0, 0, 0, 0, 0, 0, 0.051809, 0, 0, 0.075895, 0, 0, 0.107134, 0.146442, 3.186509, 0, 0, 0, 0, 0, 0, 0, 2.13112, 2.648381, 1.331621, 2.154763, 2.640901, 1.122678, 21.0, 21.0]"
2012/11/04,"[0.087214, 0.160752, 0.200976, 0, 0, 0.299723, 0, 0, 0, 0, 0, 0, 0, 0, 0.440892, 0, 0, 0.525495, 0, 0, 0.6194, 0.695579, 3.431338, 0, 0, 0, 0, 0, 0, 0, 1.420482, 1.268951, 1.323618, 1.44178, 1.133778, 1.122678, 6.0, 6.0]"
2012/11/07,"[0.08315, 0.163337, 0.205745, 0, 0, 0.309182, 0, 0, 0, 0, 0, 0, 0, 0, 0.458665, 0, 0, 0.544181, 0, 0, 0.639296, 0.716839, 2.568163, 0, 0, 0, 0, 0, 0, 0, 1.427261, 1.214798, 1.325971, 1.459968, 1.088125, 1.122678, 18.0, 18.0]"
2012/11/08,"[0.043183, 0.103985, 0.136601, 0, 0, 0.225532, 0, 0, 0, 0, 0, 0, 0, 0, 0.345253, 0, 0, 0.420707, 0, 0, 0.509337, 0.586033, 3.598284, 0, 0, 0, 0, 0, 0, 0, 1.635143, 1.403038, 1.453235, 1.687068, 1.290384, 1.122678, 4.0, 5.0]"
2012/11/09,"[0.08078, 0.189092, 0.247233, 0, 0, 0.384373, 0, 0, 0, 0, 0, 0, 0, 0, 0.581281, 0, 0, 0.6924, 0, 0, 0.810489, 0.912702, 3.689162, 0, 0, 0, 0, 0, 0, 0, 1.524113, 1.232637, 1.394368, 1.568679, 1.064872, 1.122678, 25.0, 25.0]"
2012/11/10,"[0.048139, 0.109358, 0.142671, 0, 0, 0.224977, 0, 0, 0, 0, 0, 0, 0, 0, 0.333987, 0, 0, 0.40167, 0, 0, 0.473442, 0.531879, 3.791922, 0, 0, 0, 0, 0, 0, 0, 1.510752, 1.291614, 1.349424, 1.548665, 1.171963, 1.122678, 27.0, 27.0]"
2012/11/13,"[0.074483, 0.177911, 0.225667, 0, 0, 0.339492, 0, 0, 0, 0, 0, 0, 0, 0, 0.496664, 0, 0, 0.590706, 0, 0, 0.690026, 0.777909, 2.909892, 0, 0, 0, 0, 0, 0, 0, 1.405895, 1.195391, 1.29239, 1.436078, 1.080712, 1.122678, 7.0, 7.0]"
2012/11/14,"[0.051273, 0.086332, 0.101264, 0, 0, 0.14557, 0, 0, 0, 0, 0, 0, 0, 0, 0.19672, 0, 0, 0.23676, 0, 0, 0.282878, 0.335181, 2.778336, 0, 0, 0, 0, 0, 0, 0, 1.215719, 1.321296, 1.111215, 1.202525, 1.350932, 1.122678, 17.0, 17.0]"
2012/11/15,"[0.061201, 0.121301, 0.151141, 0, 0, 0.232096, 0, 0, 0, 0, 0, 0, 0, 0, 0.335893, 0, 0, 0.40908, 0, 0, 0.494692, 0.581187, 3.510015, 0, 0, 0, 0, 0, 0, 0, 1.435542, 1.396103, 1.307423, 1.448014, 1.359898, 1.122678, 1.0, 1.0]"
2012/11/16,"[0.03311, 0.077425, 0.09975, 0, 0, 0.157417, 0, 0, 0, 0, 0, 0, 0, 0, 0.233726, 0, 0, 0.282699, 0, 0, 0.339735, 0.396543, 3.253528, 0, 0, 0, 0, 0, 0, 0, 1.51251, 1.354512, 1.360964, 1.547313, 1.310274, 1.122678, 10.0, 10.0]"
2012/11/25,"[0.018334, 0.069582, 0.086399, 0, 0, 0.128087, 0, 0, 0, 0, 0, 0, 0, 0, 0.171864, 0, 0, 0.205932, 0, 0, 0.248125, 0.316082, 3.945494, 0, 0, 0, 0, 0, 0, 0, 1.23396, 1.343821, 1.074714, 1.236442, 1.655516, 1.122678, 16.0, 19.0]"
2012/12/07,"[0.0933523922764228, 0.104074, 0.117368, 0, 0, 0.16371, 0, 0, 0, 0, 0, 0, 0, 0, 0.225314, 0, 0, 0.276446, 0, 0, 0.33697, 0.418697, 2.302555, 0, 0, 0, 0, 0, 0, 0, 1.227965, 1.458974, 1.19592, 1.182945, 1.583688, 1.122678, 0.0, 19.0]"
2012/12/15,"[0.060675, 0.119441, 0.148359, 0, 0, 0.22138, 0, 0, 0, 0, 0, 0, 0, 0, 0.320282, 0, 0, 0.383755, 0, 0, 0.449257, 0.519743, 2.992485, 0, 0, 0, 0, 0, 0, 0, 1.391796, 1.234985, 1.275663, 1.410767, 1.206643, 1.122678, 18.0, 18.0]"
2012/12/16,"[0.042352, 0.083145, 0.105209, 0, 0, 0.151193, 0, 0, 0, 0, 0, 0, 0, 0, 0.21962, 0, 0, 0.257225, 0, 0, 0.312599, 0.405047, 3.079687, 0, 0, 0, 0, 0, 0, 0, 1.298486, 1.385176, 1.234048, 1.336756, 1.767316, 1.122678, 3.0, 4.0]"
2012/12/20,"[0.016821, 0.0465, 0.052321, 0, 0, 0.080551, 0, 0, 0, 0, 0, 0, 0, 0, 0.104216, 0, 0, 0.133195, 0, 0, 0.165595, 0.218222, 2.43352, 0, 0, 0, 0, 0, 0, 0, 1.293476, 1.687482, 1.115647, 1.245707, 1.809503, 1.122678, 26.0, 27.0]"
2012/12/21,"[0.029206, 0.073443, 0.089179, 0, 0, 0.138374, 0, 0, 0, 0, 0, 0, 0, 0, 0.200357, 0, 0, 0.254943, 0, 0, 0.311055, 0.380739, 2.504838, 0, 0, 0, 0, 0, 0, 0, 1.469976, 1.780636, 1.328206, 1.404872, 1.826825, 1.122678, 44.0, 44.0]"
2012/12/26,"[0.016576, 0.041636, 0.042984, 0, 0, 0.066165, 0, 0, 0, 0, 0, 0, 0, 0, 0.077454, 0, 0, 0.105051, 0, 0, 0.131721, 0.171548, 3.136734, 0, 0, 0, 0, 0, 0, 0, 1.195195, 1.934676, 0.987708, 1.062581, 2.00668, 1.122678, 4.0, 4.0]"
2012/12/28,"[0.011209, 0.038082, 0.04431, 0, 0, 0.069437, 0, 0, 0, 0, 0, 0, 0, 0, 0.093095, 0, 0, 0.121434, 0, 0, 0.151972, 0.207467, 2.934098, 0, 0, 0, 0, 0, 0, 0, 1.406295, 1.810462, 1.23886, 1.333637, 2.09271, 1.122678, 4.0, 4.0]"
2012/12/29,"[0.0933523922764228, 0.011931, 0.011998, 0, 0, 0.02985, 0, 0, 0, 0, 0, 0, 0, 0, 0.029175, 0, 0, 0.04959, 0, 0, 0.073301, 0.6794867085620182, 3.520972, 0, 0, 0, 0, 0, 0, 0, 1.757095, 3.289145, 0.913463, 1.534559, 2.736, 1.122678, 0.0, 14.0]"
2013/01/11,"[0.026787, 0.075004, 0.086123, 0, 0, 0.133765, 0, 0, 0, 0, 0, 0, 0, 0, 0.174311, 0, 0, 0.22183, 0, 0, 0.268595, 0.376897, 2.598403, 0, 0, 0, 0, 0, 0, 0, 1.315645, 1.556313, 1.129155, 1.272118, 2.019093, 1.122678, 2.0, 2.0]"
2013/01/14,"[0.088535, 0.187573, 0.21909, 0, 0, 0.309905, 0, 0, 0, 0, 0, 0, 0, 0, 0.416281, 0, 0, 0.496207, 0, 0, 0.575631, 0.704989, 1.063534, 0, 0, 0, 0, 0, 0, 0, 1.17798, 1.185111, 1.085356, 1.167355, 1.364307, 1.122678, 2.0, 3.0]"
2013/01/15,"[0.069142, 0.128689, 0.141105, 0, 0, 0.18391, 0, 0, 0, 0, 0, 0, 0, 0, 0.224345, 0, 0, 0.267693, 0, 0, 0.312616, 0.6794867085620182, 1.326635, 0, 0, 0, 0, 0, 0, 0, 0.879175, 1.23242, 0.813444, 0.813182, 1.077464, 1.122678, 44.0, 44.0]"
2013/01/16,"[0.065564, 0.115359, 0.134047, 0, 0, 0.19504, 0, 0, 0, 0, 0, 0, 0, 0, 0.268022, 0, 0, 0.335532, 0, 0, 0.403805, 0.512232, 1.841871, 0, 0, 0, 0, 0, 0, 0, 1.289547, 1.487194, 1.214997, 1.237785, 1.644626, 1.122678, 24.0, 24.0]"
2013/01/19,"[0.041574, 0.081161, 0.096096, 0, 0, 0.147497, 0, 0, 0, 0, 0, 0, 0, 0, 0.197451, 0, 0, 0.245741, 0, 0, 0.293279, 0.396114, 1.682168, 0, 0, 0, 0, 0, 0, 0, 1.33223, 1.460704, 1.148791, 1.30766, 1.665967, 1.122678, 31.0, 31.0]"
2013/01/20,"[0.020693, 0.05815, 0.073318, 0, 0, 0.124625, 0, 0, 0, 0, 0, 0, 0, 0, 0.178946, 0, 0, 0.230913, 0, 0, 0.283243, 0.376244, 1.980512, 0, 0, 0, 0, 0, 0, 0, 1.662228, 1.689307, 1.412334, 1.65804, 1.897234, 1.122678, 38.0, 38.0]"
2013/01/21,"[-0.003691, 0.01868, 0.022948, 0, 0, 0.0558, 0, 0, 0, 0, 0, 0, 0, 0, 0.077122, 0, 0, 0.121145, 0, 0, 0.164295, 0.275335, 2.19259, 0, 0, 0, 0, 0, 0, 0, 2.275868, 2.758039, 1.675342, 2.205232, 2.893746, 1.122678, 7.0, 7.0]"
2013/01/24,"[0.083753, 0.21949, 0.278625, 0, 0, 0.41934, 0, 0, 0, 0, 0, 0, 0, 0, 0.560455, 0, 0, 0.647636, 0, 0, 0.729186, 0.851417, 2.292598, 0, 0, 0, 0, 0, 0, 0, 1.27693, 1.014657, 1.091891, 1.320987, 1.133049, 1.122678, 8.0, 8.0]"
